form	lemma	POS
emb	emb	ADP
elos	el	PRON
al	a+lo	ADP+DET
bel	bèl	ADJ
mieh	mièg	NOUN
,	,	PUNCT
<lb/>	lb	XML
Elos	el	PRON
semblou	semblar	VERB
lou	lo	DET
jour	jorn	NOUN
,	,	PUNCT
et	e	CCONJ
la	lo	DET
Moro	mòre	NOUN
la	lo	DET
neh	nuèch	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
ieu	ieu	PRON
l'	el	PRON
aimi	aimar	VERB
qant	quand	SCONJ
es	èsser	VERB
plus	plus	ADV
negro	negre	ADJ
qu'	que	SCONJ
uno	un	DET
mousquo	mosca	NOUN
<lb/>	lb	XML
Per	per	ADP
affi	afin	ADV
que	que	SCONJ
jamay	jamai	ADV
ieu	ieu	PRON
nou	non	ADV
la	el	PRON
mescounousquo	mesconéisser	VERB
.	.	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
l'	lo	PRON
on	òm	PRON
pouirio	poder	VERB
trompa	trompar	VERB
lou	lo	DET
paure	paure	ADJ
Augié	Augièr	PROPN
Gaillart	Galhard	PROPN
,	,	PUNCT
<lb/>	lb	XML
Coumo	coma	ADV
on	òm	PRON
fec	far	VERB
la	lo	DET
moulhé	molhèr	NOUN
d'	de	ADP
un	un	DET
home	òme	NOUN
fort	fòrt	ADV
bragart	bragard	ADJ
.	.	PUNCT
<lb/>	lb	XML
N'	non	ADV
abets	aver	AUX
vous	vos	PRON
pas	pas	ADV
ausit	ausir	VERB
parla	parlar	VERB
d'	de	ADP
un	un	DET
Martin	Martin	PROPN
Guerro	Guèrra	PROPN
<lb/>	lb	XML
Qu'	qui	PRON
anec	anar	VERB
per	per	ADP
guerregia	guerrejar	VERB
en	en	ADP
calque	calque	DET
estrangio	estranh	ADJ
terro	tèrra	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
al	a+lo	ADP+DET
cap	cap	NOUN
d'	de	ADP
un	un	DET
tens	temps	NOUN
venguec	venir	VERB
un	un	DET
home	òme	NOUN
d'	de	ADP
esperit	esperit	NOUN
<lb/>	lb	XML
A	a	ADP
sa	son	DET
moulhé	molhèr	NOUN
,	,	PUNCT
disen	dire	VERB
qu'	que	SCONJ
el	el	PRON
ero	èsser	VERB
son	son	DET
marit	marit	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
la	lo	DET
paure	paure	ADJ
moulhé	molhèr	NOUN
lou	el	PRON
prenguec	prendre	VERB
à	a	ADP
fisansso	fisança	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
el	el	PRON
de	de	ADP
Martin	Martin	PROPN
Guerro	Guèrra	PROPN
abio	aver	VERB
qualque	qualque	DET
semblansso	semblança	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
toutis	tot	DET
dous	2	PRON
enssens	ensens	ADV
esteron	èsser	VERB
calques	calque	DET
ans	an	NOUN
,	,	PUNCT
<lb/>	lb	XML
Talomen	talament	ADV
que	que	SCONJ
touts	tot	DET
dous	2	PRON
aguerou	aver	VERB
dels	de+lo	ADP+DET
enfans	enfant	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
peissos	puèissas	ADV
Martin	Martin	PROPN
Guerro	Guèrra	PROPN
arribec	arribar	VERB
de	de	ADP
son	son	DET
viatge	viatge	NOUN
<lb/>	lb	XML
Qu'	que	SCONJ
el	el	PRON
fec	far	VERB
bé	ben	ADV
repenti	repentir	VERB
d'	de	ADP
un	un	DET
tal	tal	ADJ
vilen	vilen	ADJ
autratge	autratge	NOUN
.	.	PUNCT
<lb/>	lb	XML
Martin	Martin	PROPN
Guerro	Guèrra	PROPN
d'	de	ADP
aquo	aquò	PRON
se	el	PRON
sauguet	saber	VERB
pla	plan	ADV
vengia	venjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
dabant	davant	ADV
sa	son	DET
maisou	maison	NOUN
lou	el	PRON
fec	far	VERB
ana	anar	VERB
pengia	penjar	VERB
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ieu	ieu	PRON
ey	aver	AUX
regardat	regardar	VERB
qu'	que	SCONJ
en	en	ADP
Bear	Bearn	PROPN
,	,	PUNCT
et	e	CCONJ
en	en	ADP
Fransso	França	PROPN
<lb/>	lb	XML
A	aver	VERB
prou	pro	ADV
filhos	filh	NOUN
que	qui	PRON
sou	èsser	VERB
toutos	tot	PRON
d'	de	ADP
uno	un	DET
semblansso	semblança	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
s'	se	SCONJ
ieu	ieu	PRON
ne	en	PRON
prenio	prendre	VERB
cap	cap	PRON
d'	de	ADP
aquelos	aquel	PRON
que	qui	PRON
ne	en	PRON
sou	èsser	VERB
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
my	ieu	PRON
m'	ieu	PRON
en	en	PRON
pouirio	poder	VERB
prene	prendre	VERB
aital	aital	ADV
de	de	ADP
la	lo	DET
faissou	faiçon	NOUN
.	.	PUNCT
<lb/>	lb	XML
S'	se	SCONJ
ieu	ieu	PRON
preso	prendre	VERB
n'	en	PRON
agués	aver	AUX
uno	un	PRON
en	en	ADP
fach	fach	NOUN
de	de	ADP
maridatge	maridatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
que	que	SCONJ
peis	puèi	ADV
fous	èsser	AUX
anado	anar	VERB
en	en	ADP
calque	calque	DET
roumibatge	romivatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
calque	calque	DET
Capela	capelan	NOUN
la	el	PRON
m'	ieu	PRON
agués	aver	AUX
retengudo	retenir	VERB
,	,	PUNCT
<lb/>	lb	XML
Beleu	benlèu	ADV
aprop	apròp	ADV
uno	un	DET
autro	autre	PRON
à	a	ADP
my	ieu	PRON
serio	èsser	AUX
vengudo	venir	VERB
,	,	PUNCT
<lb/>	lb	XML
Disen	dire	VERB
qu'	que	SCONJ
ero	èsser	VERB
la	lo	DET
mio	mieu	DET
:	:	PUNCT
et	e	CCONJ
ieu	ieu	PRON
ses	sens	ADP
penssa	pensar	VERB
mal	mal	ADV
,	,	PUNCT
<lb/>	lb	XML
L'	el	PRON
aurio	aver	AUX
prezo	prendre	VERB
,	,	PUNCT
per	per	ADP
so	çò	PRON
que	qui	PRON
se	el	PRON
semblon	semblar	VERB
aital	aital	ADV
.	.	PUNCT
<lb/>	lb	XML
Per	per	ADP
aquo	aquò	PRON
per	per	ADP
moulhé	molhèr	NOUN
ieu	ieu	PRON
vouldrio	voler	VERB
quelo	aquel	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
encaros	encaras	ADV
bé	ben	ADV
qu'	que	SCONJ
elo	el	PRON
estés	èsser	VERB
cent	100	NUM
ans	an	NOUN
deforo	defòra	ADV
,	,	PUNCT
<lb/>	lb	XML
Sur	sus	ADP
toutos	tot	DET
las	lo	DET
de	de	ADP
Fransso	França	PROPN
ieu	ieu	PRON
la	el	PRON
counoesserio	conéisser	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
de	de	ADP
Bearn	Bearn	PROPN
,	,	PUNCT
que	qui	PRON
cap	cap	ADV
trompa	trompar	VERB
nou	non	ADV
me	ieu	PRON
saurio	saber	VERB
,	,	PUNCT
<lb/>	lb	XML
Coumo	coma	ADV
de	de	ADP
Martin	Martin	PROPN
Guerro	Guèrra	PROPN
on	òm	PRON
trompec	trompar	VERB
la	lo	DET
moulhé	molhèr	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
la	el	PRON
counoesserio	conéisser	VERB
demest	demèst	ADP
may	mai	ADV
d'	de	ADP
un	un	DET
milhé	milhèr	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
vous	vos	PRON
dic	dire	VERB
quant	quand	ADV
à	a	ADP
my	ieu	PRON
que	que	SCONJ
l'	el	PRON
aimi	aimar	VERB
fort	fòrt	ADV
aitalo	aital	ADV
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
tal	tal	PRON
de	de	ADP
me	ieu	PRON
garda	garda	VERB
d'	de	ADP
uno	un	DET
talo	tal	ADJ
escandalo	escandal	NOUN
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
,	,	PUNCT
ses	sens	ADP
estre	èstre	VERB
coqut	cocut	ADJ
,	,	PUNCT
ey	aver	AUX
crentat	crentar	VERB
autre	autre	DET
cas	cas	NOUN
,	,	PUNCT
<lb/>	lb	XML
De	de	ADP
nouiri	noirir	VERB
dels	de+lo	ADP+DET
enfans	enfant	NOUN
que	qui	PRON
meus	mieu	ADJ
nou	non	ADV
foussou	èsser	VERB
pas	pas	ADV
:	:	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
tantos	tant	DET
fennos	femna	NOUN
sou	èsser	VERB
que	qui	PRON
fan	far	VERB
enfans	enfant	NOUN
et	e	CCONJ
filhos	filh	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
quant	quand	SCONJ
dedins	dedins	ADP
lour	lor	DET
liech	lièch	NOUN
elos	el	PRON
fan	far	VERB
lours	lor	DET
Jasilhos	jasilhas	NOUN
,	,	PUNCT
<lb/>	lb	XML
Calcun'	qualqu’un	PRON
autro	autre	PRON
lous	el	PRON
cambi'	cambiar	VERB
aprop	apròp	ADV
que	que	SCONJ
son	èsser	AUX
nasquts	nàisser	VERB
<lb/>	lb	XML
Que	que	SCONJ
peissos	puèissas	ADV
jamay	jamai	ADV
pus	pus	ADV
nou	non	ADV
soun	èsser	AUX
recounosquts	reconéisser	VERB
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
s’	se	SCONJ
ieu	ieu	PRON
abio	aver	VERB
d'	de	ADP
enfans	enfant	NOUN
o	o	CCONJ
filhos	filh	NOUN
de	de	ADP
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
<lb/>	lb	XML
Combé	comben	ADV
qu'	que	SCONJ
on	òm	PRON
lous	el	PRON
cambiés	cambiar	VERB
an	amb	ADP
d'	de	ADP
autros	autre	PRON
de	de	ADP
deforo	defòra	ADV
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
qu'	que	SCONJ
on	òm	PRON
lous	el	PRON
me	ieu	PRON
monstrés	monstre	NOUN
qant	quand	SCONJ
serian	èsser	AUX
môrts	morir	VERB
o	o	CCONJ
vieus	viu	ADJ
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
be	ben	ADV
counoesserio	conéisser	VERB
si	se	SCONJ
tals	tal	ADJ
erou	èsser	VERB
lous	lo	DET
mieus	mieu	PRON
:	:	PUNCT
<lb/>	lb	XML
Trompa	trompar	VERB
non	non	ADV
me	ieu	PRON
saurio	saber	VERB
d'	de	ADP
aquo	aquò	PRON
cap	cap	PRON
de	de	ADP
persouno	persona	NOUN
.	.	PUNCT
<lb/>	lb	XML
Helas	elàs	INTJ
!	!	PUNCT
n'	non	ADV
a	aver	VERB
pas	pas	ADV
aquis	aquí	ADV
autro	autre	DET
raizou	raison	NOUN
fort	fòrt	ADV
bouno	bon	ADJ
?	?	PUNCT
<lb/>	lb	XML
Peissos	puèissas	ADV
à	a	ADP
my	ieu	PRON
me	ieu	PRON
play	plaire	VERB
de	de	ADP
garda	garda	VERB
pla	plan	ADV
la	lo	DET
ley	lei	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	qui	PRON
a	aver	AUX
fachio	far	VERB
lonc	long	ADJ
tens	temps	NOUN
a	aver	VERB
de	de	ADP
la	lo	DET
Fransso	França	PROPN
un	un	DET
bon	bon	ADJ
Rey	rei	NOUN
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
aquelo	aquel	DET
ley	lei	NOUN
on	òm	PRON
sap	saber	VERB
qu'	que	SCONJ
el	el	PRON
se	el	PRON
courrousso	corroçar	VERB
<lb/>	lb	XML
Contre	contra	ADP
touts	tot	DET
lous	lo	DET
que	qui	PRON
van	anar	VERB
cassa	caçar	VERB
la	lo	DET
bestio	bèstia	NOUN
rousso	ros	ADJ
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
s'	se	SCONJ
ieu	ieu	PRON
preni	prendre	VERB
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
el	el	PRON
et	e	CCONJ
d'	de	ADP
autres	autre	DET
cinq	5	NUM
cens	100	NUM
<lb/>	lb	XML
Diran	dire	VERB
que	que	SCONJ
souy	èsser	AUX
estat	estar	VERB
des	de+lo	ADP+DET
plus	plus	ADV
obeissens	obeïr	VERB
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
tropos	tròp	ADV
de	de	ADP
beutats	beutat	NOUN
son	son	DET
causos	causa	NOUN
diaboliquos	diabolic	ADJ
:	:	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ey	aver	AUX
troubat	trobar	VERB
dedins	dedins	ADP
las	lo	DET
historios	istòria	NOUN
tragiquos	tragic	ADJ
<lb/>	lb	XML
Qu'	que	SCONJ
un	un	DET
cop	còp	NOUN
un	un	DET
Albanés	albanés	NOUN
et	e	CCONJ
valent	valent	ADJ
cabalhé	cavalièr	NOUN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
la	lo	DET
fi	fin	NOUN
de	de	ADP
sous	son	DET
jours	jorn	NOUN
murtriguec	murtir	VERB
sa	son	DET
moulhé	molhèr	NOUN
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
tal	tal	PRON
qu'	que	SCONJ
aprop	apròp	ADP
sa	son	DET
mort	mòrt	NOUN
cap	cap	PRON
d'	de	ADP
home	òme	NOUN
de	de	ADP
cerbelo	cervèl	NOUN
<lb/>	lb	XML
Nou	non	ADV
pousquesso	poder	VERB
jouy	joïr	VERB
de	de	ADP
sa	son	DET
moulhé	molhèr	NOUN
tant	tant	ADV
belo	bèl	ADJ
:	:	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
quant	quand	SCONJ
lou	lo	DET
maissant	maissant	NOUN
aguec	aver	AUX
fach	far	VERB
un	un	DET
tal	tal	ADJ
cop	còp	NOUN
.	.	PUNCT
<lb/>	lb	XML
Al	a+lo	ADP+DET
prés	près	ADV
de	de	ADP
sa	son	DET
moulhé	molhèr	NOUN
se	el	PRON
murtriguec	murtir	VERB
aprop	apròp	ADV
.	.	PUNCT
<lb/>	lb	XML
Per	per	ADP
aquo	aquò	PRON
ieu	ieu	PRON
la	lo	DET
Moro	mòre	NOUN
aimi	aimar	VERB
may	mai	ADV
que	que	SCONJ
las	lo	DET
belos	bèl	ADJ
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
me	ieu	PRON
garda	garda	VERB
de	de	ADP
fa	far	VERB
de	de	ADP
causos	causa	NOUN
tant	tant	ADV
cruelos	cruèl	ADJ
,	,	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
per	per	ADP
las	lo	DET
raisous	raison	NOUN
que	qui	PRON
vous	vos	PRON
ey	aver	AUX
allegados	allegar	VERB
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
quant	quand	SCONJ
nou	non	ADV
veiri	véser	VERB
sas	son	DET
gens	gent	NOUN
gaires	gaire	ADV
vegados	vegada	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
ieu	ieu	PRON
sabi	saber	VERB
de	de	ADP
gens	gent	NOUN
que	qui	PRON
suffrissou	sofrir	VERB
belcop	belcòp	ADV
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
la	lo	DET
moulhé	molhèr	NOUN
qu'	qui	PRON
els	el	PRON
an	aver	VERB
,	,	PUNCT
à	a	ADP
causo	causa	NOUN
qu'	que	SCONJ
és	èsser	VERB
de	de	ADP
prop	pròp	ADV
:	:	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ne	en	PRON
counoessi	conéisser	VERB
pla	plan	ADV
de	de	ADP
parelhs	parelh	NOUN
may	mai	ADV
de	de	ADP
quatre	4	PRON
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
s'	se	SCONJ
el	el	PRON
paure	paure	ADJ
marit	marit	NOUN
las	el	PRON
menasso	menaçar	VERB
de	de	ADP
batre	batre	VERB
,	,	PUNCT
<lb/>	lb	XML
Las	lo	DET
maubesos	mauvès	ADJ
moulhés	molhèr	NOUN
aprop	apròp	ADV
ses	sens	ADP
dire	dire	VERB
mout	mot	NOUN
,	,	PUNCT
<lb/>	lb	XML
A	a	ADP
lour	lor	DET
maire	maire	NOUN
s'	el	PRON
en	en	PRON
van	anar	VERB
per	per	ADP
ly	el	PRON
conta	contar	VERB
lou	lo	DET
tout	tot	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
quant	quand	SCONJ
li	el	PRON
an	aver	AUX
contat	contar	VERB
ô	o	CCONJ
vertat	vertat	NOUN
,	,	PUNCT
ô	o	CCONJ
menssongio	mensonja	NOUN
,	,	PUNCT
<lb/>	lb	XML
Lour	lor	DET
marit	marit	NOUN
quant	quant	ADV
et	e	CCONJ
quant	quant	ADV
ses	sens	ADP
boussi	bocin	PRON
de	de	ADP
vergongio	vergonha	NOUN
,	,	PUNCT
<lb/>	lb	XML
s'	el	PRON
en	en	PRON
va	anar	VERB
dire	dire	VERB
poulhos	polha	NOUN
al	a+lo	ADP+DET
paure	paure	ADJ
maridat	maridar	NOUN
,	,	PUNCT
<lb/>	lb	XML
En	en	ADP
ly	el	PRON
disen	dire	VERB
,	,	PUNCT
Maissant	maissant	NOUN
,	,	PUNCT
et	e	CCONJ
tant	tant	ADV
t'	tu	PRON
es	èsser	VERB
oublidat	oblidat	VERB
<lb/>	lb	XML
De	de	ADP
menassa	menaçar	VERB
ma	mon	DET
filho	filh	NOUN
aital	aital	ADV
d'	de	ADP
aquelo	aquel	DET
sorto	sòrta	NOUN
<lb/>	lb	XML
A	a	ADP
la	lo	DET
bouno	bon	ADJ
amistat	amistat	NOUN
que	qui	PRON
la	lo	DET
paure	paure	ADJ
te	tu	PRON
porto	portar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
jamay	jamai	ADV
de	de	ADP
son	son	DET
cors	còs	NOUN
elo	el	PRON
n'	non	ADV
a	aver	AUX
fah	far	VERB
de	de	ADP
mal	mal	ADV
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
voli	voler	VERB
pas	pas	ADV
que	que	SCONJ
tu	tu	PRON
la	el	PRON
menasses	menaçar	VERB
aital	aital	ADV
,	,	PUNCT
<lb/>	lb	XML
Que'	que	SCONJ
l	lo	DET
paure	paure	ADJ
maridat	maridar	NOUN
respondre	respondre	VERB
nou	non	ADV
ly	el	PRON
gauso	gausar	VERB
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ey	aver	AUX
visto	véser	VERB
suffri	sofrir	VERB
à	a	ADP
d'	de	ADP
autres	autre	PRON
autro	autre	DET
causo	causa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
sabi	saber	VERB
de	de	ADP
moulhés	molhèr	NOUN
qu'	qui	PRON
à	a	ADP
lour	lor	DET
marit	marit	NOUN
fan	far	VERB
tort	tòrt	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
de	de	ADP
so	çò	PRON
qu'	qui	PRON
elos	el	PRON
fan	far	VERB
meritarian	meritar	VERB
la	lo	DET
mort	mòrt	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
se	se	SCONJ
'l	lo	DET
marit	marit	NOUN
se	el	PRON
plan	plan	ADV
,	,	PUNCT
la	lo	DET
moulhé	molhèr	NOUN
lou	el	PRON
menasso	menaçar	VERB
<lb/>	lb	XML
Del	de+lo	ADP+DET
ne	en	PRON
fa	far	VERB
repenti	repentir	VERB
per	per	ADP
las	lo	DET
gens	gent	NOUN
de	de	ADP
sa	son	DET
rasso	raça	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
aquo	aquò	PRON
la	lo	DET
Moro	mòre	NOUN
espouza	esposar	VERB
vouldrio	voler	VERB
fort	fòrt	ADV
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
s'	se	SCONJ
elo	el	PRON
de	de	ADP
son	son	DET
cors	còs	NOUN
me	ieu	PRON
fasio	far	VERB
degun	degun	DET
tort	tòrt	NOUN
,	,	PUNCT
<lb/>	lb	XML
S'	se	SCONJ
ieu	ieu	PRON
la	el	PRON
voulio	voler	VERB
castia	castiar	VERB
,	,	PUNCT
nous	nos	PRON
crentario	crentar	VERB
pas	pas	ADV
gaire	gaire	ADV
<lb/>	lb	XML
Qu'	que	SCONJ
anés	anar	VERB
conta	contar	VERB
lou	lo	DET
tout	tot	NOUN
à	a	ADP
sa	son	DET
folo	fòl	ADJ
de	de	ADP
maire	maire	NOUN
,	,	PUNCT
<lb/>	lb	XML
Ni	ni	CCONJ
may	mai	ADV
nou	non	ADV
crentario	crentar	VERB
per	per	ADP
tal	tal	PRON
de	de	ADP
sous	son	DET
parens	parent	NOUN
,	,	PUNCT
<lb/>	lb	XML
S'	se	SCONJ
elo	el	PRON
me	ieu	PRON
fasio	far	VERB
tort	tòrt	NOUN
,	,	PUNCT
de	de	ADP
ly	el	PRON
rompre	rompre	VERB
las	lo	DET
dens	dent	NOUN
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
encaros	encaras	ADV
la	lo	DET
Moro	mòre	NOUN
ieu	ieu	PRON
aimi	aimar	VERB
dabantatge	davantatge	ADV
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
que	que	SCONJ
de	de	ADP
las	lo	DET
que	qui	PRON
son	èsser	VERB
de	de	ADP
calque	calque	DET
grant	grand	ADJ
linatge	linhatge	NOUN
.	.	PUNCT
<lb/>	lb	XML
Forsso	fòrça	ADV
volon	voler	VERB
moulhé	molhèr	NOUN
que	qui	PRON
sio	èsser	VERB
de	de	ADP
grant	grand	ADJ
maisou	maison	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
aquo	aquò	PRON
nou	non	ADV
lour	el	PRON
es	èsser	VERB
peis	puèi	ADV
qu'	que	SCONJ
uno	un	DET
grant	grand	ADJ
mangiasou	manjason	NOUN
:	:	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ne	en	PRON
sabi	saber	VERB
qu'	qui	PRON
en	en	ADP
loc	luòc	NOUN
d'	de	ADP
en	en	PRON
tira	tirar	VERB
recompensso	recompensa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Las	lo	DET
gens	gent	NOUN
de	de	ADP
lour	lor	DET
moulhé	molhèr	NOUN
lour	el	PRON
porton	portar	VERB
grant	grand	ADJ
despensso	despensa	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	ADV
sul	sus+lo	ADP+DET
paure	paure	ADJ
d'	de	ADP
espous	espós	NOUN
,	,	PUNCT
per	per	ADP
so	çò	PRON
que	que	SCONJ
son	èsser	VERB
de	de	ADP
prop	pròp	ADV
,	,	PUNCT
<lb/>	lb	XML
Nou	non	ADV
fan	far	VERB
qu'	que	SCONJ
ana	anar	VERB
et	e	CCONJ
tourna	tornar	VERB
,	,	PUNCT
so	çò	PRON
vezen	véser	VERB
cado	cade	DET
cop	còp	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
s'	se	SCONJ
ieu	ieu	PRON
preni	prendre	VERB
la	lo	DET
Moro	mòre	NOUN
,	,	PUNCT
ieu	ieu	PRON
nou	non	ADV
podi	poder	VERB
pas	pas	ADV
creire	créser	VERB
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
mangia	manjar	VERB
mon	mon	DET
bé	ben	ADV
,	,	PUNCT
sas	son	DET
gens	gent	NOUN
me	ieu	PRON
vengoun	venir	VERB
veire	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Ni	ni	CCONJ
may	mai	ADV
ieu	ieu	PRON
atapauc	atampaux	ADV
nou	non	ADV
'ls	el	PRON
anirey	anar	VERB
mangia	manjar	VERB
,	,	PUNCT
<lb/>	lb	XML
se	se	SCONJ
mi	ieu	PRON
vezou	véser	VERB
jamai	jamai	ADV
,	,	PUNCT
que	que	SCONJ
my	ieu	PRON
fascon	far	VERB
pengia	penjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Jamai	jamai	ADV
ieu	ieu	PRON
n'	non	ADV
anirey	anar	VERB
cerca	cercar	VERB
son	son	DET
heritatge	eritatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
So	çò	PRON
qu'	qui	PRON
aura	aver	VERB
de	de	ADP
Madamo	madama	NOUN
estimi	estimar	VERB
dabantatge	davantatge	ADV
,	,	PUNCT
<lb/>	lb	XML
Peissos	puèissas	ADV
d'	de	ADP
en	en	ADP
gazania	gasanhar	VERB
ieu	ieu	PRON
ey	aver	VERB
bouno	bon	ADJ
intenssieu	intencion	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
y	i	PRON
pervenir	pervenir	VERB
uno	un	DET
bouno	bon	ADJ
invenssieu	invencion	NOUN
<lb/>	lb	XML
Ey	aver	AUX
pensade	pensar	VERB
despeis	despuèis	ADV
que	que	SCONJ
l'	lo	DET
amour	amor	NOUN
me	ieu	PRON
gouberno	governar	VERB
!	!	PUNCT
<lb/>	lb	XML
Un	un	DET
cop	còp	NOUN
ieu	ieu	PRON
entendio	entendre	VERB
de	de	ADP
fa	far	VERB
touts	tot	DET
dous	2	PRON
taberno	tavèrna	NOUN
,	,	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
nous	nos	PRON
sian	èsser	AUX
espouzats	esposar	VERB
,	,	PUNCT
per	per	ADP
gazania	gasanhar	VERB
d'	de	ADP
argen	argent	NOUN
<lb/>	lb	XML
Mas	mas	CCONJ
peis	puèi	ADV
me	ieu	PRON
souy	èsser	AUX
penssat	pensar	VERB
que	que	SCONJ
la	lo	DET
maubezo	mauvès	ADJ
gen	gent	NOUN
<lb/>	lb	XML
Van	anar	VERB
lougia	lotjar	VERB
may	mai	ADV
que	que	SCONJ
may	mai	ADV
sus	sus	ADP
las	lo	DET
belos	bèl	ADJ
hostessos	òste	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
qu'	que	SCONJ
els	el	PRON
nou	non	ADV
van	anar	VERB
pas	pas	ADV
là	lai	ADV
per	per	ADP
engendra	engendra	VERB
tristessos	tristessa	NOUN
;	;	PUNCT
<lb/>	lb	XML
Sonque	sonque	SCONJ
per	per	ADP
la	lo	DET
beutat	beutat	NOUN
,	,	PUNCT
et	e	CCONJ
per	per	ADP
beure	beure	VERB
et	e	CCONJ
mangia	manjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
quant	quand	SCONJ
la	lo	DET
mebo	mieu	ADJ
Moro	mòre	NOUN
els	el	PRON
veirian	véser	VERB
negregia	negrejar	VERB
,	,	PUNCT
<lb/>	lb	XML
En	en	ADP
loc	luòc	NOUN
de	de	ADP
veni	venir	VERB
gens	gent	NOUN
s'	el	PRON
en	en	ADP
fugirian	fugir	VERB
de	de	ADP
crento	crenta	NOUN
:	:	PUNCT
<lb/>	lb	XML
De	de	ADP
lour	el	PRON
ana	anar	VERB
louga	logar	VERB
calque	calque	DET
belo	bèl	ADJ
sirbento	sirvènta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Pertal	per+tal	ADP
dels	de+lo	ADP+DET
atira	atirar	VERB
,	,	PUNCT
coumo	coma	ADV
prou	pro	ADV
d'	de	ADP
hostes	òste	NOUN
fan	far	VERB
